"Notes"	"Age"	"Age Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	"Ethnicity"	"Ethnicity Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Population
	"75 years"	"75"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	73720
	"75 years"	"75"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	55604
	"75 years"	"75"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	750640
	"75 years"	"75"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	639091
	"75 years"	"75"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	78281
	"75 years"	"75"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	59032
	"75 years"	"75"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	771760
	"75 years"	"75"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	653213
	"75 years"	"75"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	80074
	"75 years"	"75"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	60187
	"75 years"	"75"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	800865
	"75 years"	"75"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	678464
	"76 years"	"76"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	39687
	"76 years"	"76"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	28978
	"76 years"	"76"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	777045
	"76 years"	"76"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	557839
	"76 years"	"76"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	43155
	"76 years"	"76"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	30392
	"76 years"	"76"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	775869
	"76 years"	"76"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	565463
	"76 years"	"76"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	44311
	"76 years"	"76"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	31666
	"76 years"	"76"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	748566
	"76 years"	"76"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	556036
	"76 years"	"76"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	45694
	"76 years"	"76"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	33102
	"76 years"	"76"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	746617
	"76 years"	"76"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	565592
	"76 years"	"76"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	48683
	"76 years"	"76"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	35234
	"76 years"	"76"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	737141
	"76 years"	"76"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	565779
	"76 years"	"76"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	50686
	"76 years"	"76"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	36562
	"76 years"	"76"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	712038
	"76 years"	"76"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	554436
	"76 years"	"76"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	55034
	"76 years"	"76"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	39864
	"76 years"	"76"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	726997
	"76 years"	"76"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	568924
	"76 years"	"76"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	53947
	"76 years"	"76"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	39441
	"76 years"	"76"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	700240
	"76 years"	"76"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	555029
	"76 years"	"76"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	55011
	"76 years"	"76"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	40103
	"76 years"	"76"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	683679
	"76 years"	"76"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	546984
	"76 years"	"76"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	56221
	"76 years"	"76"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	40557
	"76 years"	"76"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	670101
	"76 years"	"76"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	541096
	"76 years"	"76"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	57493
	"76 years"	"76"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	42318
	"76 years"	"76"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	650792
	"76 years"	"76"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	529203
	"76 years"	"76"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	63402
	"76 years"	"76"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	46337
	"76 years"	"76"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	690968
	"76 years"	"76"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	563422
	"76 years"	"76"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	64289
	"76 years"	"76"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	47482
	"76 years"	"76"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	687003
	"76 years"	"76"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	566635
	"76 years"	"76"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	66100
	"76 years"	"76"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	48789
	"76 years"	"76"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	691813
	"76 years"	"76"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	573605
	"76 years"	"76"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	69826
	"76 years"	"76"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	51700
	"76 years"	"76"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	725762
	"76 years"	"76"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	605796
	"76 years"	"76"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	72587
	"76 years"	"76"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	54053
	"76 years"	"76"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	731314
	"76 years"	"76"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	615779
	"76 years"	"76"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	77072
	"76 years"	"76"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	57385
	"76 years"	"76"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	751887
	"76 years"	"76"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	629342
	"77 years"	"77"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	35875
	"77 years"	"77"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	26554
	"77 years"	"77"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	737245
	"77 years"	"77"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	520094
	"77 years"	"77"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	38743
	"77 years"	"77"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	27831
	"77 years"	"77"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	750121
	"77 years"	"77"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	528884
	"77 years"	"77"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	42062
	"77 years"	"77"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	29125
	"77 years"	"77"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	749110
	"77 years"	"77"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	536417
	"77 years"	"77"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	43147
	"77 years"	"77"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	30337
	"77 years"	"77"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	722882
	"77 years"	"77"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	527833
	"77 years"	"77"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	44402
	"77 years"	"77"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	31646
	"77 years"	"77"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	720872
	"77 years"	"77"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	537030
	"77 years"	"77"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	47288
	"77 years"	"77"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	33648
	"77 years"	"77"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	711995
	"77 years"	"77"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	537767
	"77 years"	"77"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	49164
	"77 years"	"77"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	34886
	"77 years"	"77"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	688250
	"77 years"	"77"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	527554
	"77 years"	"77"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	53307
	"77 years"	"77"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	38007
	"77 years"	"77"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	702845
	"77 years"	"77"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	541584
	"77 years"	"77"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	52198
	"77 years"	"77"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	37595
	"77 years"	"77"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	676909
	"77 years"	"77"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	528524
	"77 years"	"77"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	53185
	"77 years"	"77"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	38200
	"77 years"	"77"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	661011
	"77 years"	"77"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	521074
	"77 years"	"77"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	54659
	"77 years"	"77"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	38725
	"77 years"	"77"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	647875
	"77 years"	"77"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	515680
	"77 years"	"77"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	56365
	"77 years"	"77"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	40959
	"77 years"	"77"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	631442
	"77 years"	"77"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	506988
	"77 years"	"77"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	62184
	"77 years"	"77"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	44897
	"77 years"	"77"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	671117
	"77 years"	"77"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	540627
	"77 years"	"77"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	63023
	"77 years"	"77"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	46007
	"77 years"	"77"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	666681
	"77 years"	"77"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	543308
	"77 years"	"77"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	64860
	"77 years"	"77"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	47357
	"77 years"	"77"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	672437
	"77 years"	"77"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	550908
	"77 years"	"77"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	68549
	"77 years"	"77"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	50181
	"77 years"	"77"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	705043
	"77 years"	"77"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	581421
	"77 years"	"77"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	71256
	"77 years"	"77"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	52472
	"77 years"	"77"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	710356
	"77 years"	"77"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	590912
	"78 years"	"78"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	33761
	"78 years"	"78"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	23734
	"78 years"	"78"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	723096
	"78 years"	"78"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	495371
	"78 years"	"78"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	35003
	"78 years"	"78"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	25466
	"78 years"	"78"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	709208
	"78 years"	"78"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	490589
	"78 years"	"78"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	37828
	"78 years"	"78"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	26718
	"78 years"	"78"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	722139
	"78 years"	"78"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	499373
	"78 years"	"78"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	41147
	"78 years"	"78"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	28048
	"78 years"	"78"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	721847
	"78 years"	"78"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	507315
	"78 years"	"78"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	42223
	"78 years"	"78"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	29256
	"78 years"	"78"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	696533
	"78 years"	"78"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	499430
	"78 years"	"78"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	43529
	"78 years"	"78"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	30578
	"78 years"	"78"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	695388
	"78 years"	"78"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	509169
	"78 years"	"78"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	46415
	"78 years"	"78"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	32572
	"78 years"	"78"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	687822
	"78 years"	"78"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	510798
	"78 years"	"78"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	48317
	"78 years"	"78"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	33892
	"78 years"	"78"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	665121
	"78 years"	"78"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	501626
	"78 years"	"78"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	52458
	"78 years"	"78"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	37023
	"78 years"	"78"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	679794
	"78 years"	"78"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	515510
	"78 years"	"78"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	51488
	"78 years"	"78"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	36744
	"78 years"	"78"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	655056
	"78 years"	"78"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	503676
	"78 years"	"78"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	52424
	"78 years"	"78"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	37236
	"78 years"	"78"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	640041
	"78 years"	"78"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	496942
	"78 years"	"78"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	53475
	"78 years"	"78"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	37356
	"78 years"	"78"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	626582
	"78 years"	"78"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	491982
	"78 years"	"78"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	55172
	"78 years"	"78"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	39535
	"78 years"	"78"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	611224
	"78 years"	"78"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	484277
	"78 years"	"78"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	60817
	"78 years"	"78"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	43346
	"78 years"	"78"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	649139
	"78 years"	"78"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	516017
	"78 years"	"78"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	61709
	"78 years"	"78"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	44514
	"78 years"	"78"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	645956
	"78 years"	"78"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	519567
	"78 years"	"78"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	63526
	"78 years"	"78"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	45785
	"78 years"	"78"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	651099
	"78 years"	"78"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	526434
	"78 years"	"78"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	67116
	"78 years"	"78"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"White"	"2106-3"	48523
	"78 years"	"78"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Female"	"F"	"White"	"2106-3"	682671
	"78 years"	"78"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-5"	"Male"	"M"	"White"	"2106-3"	555571
	"79 years"	"79"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"White"	"2106-3"	30763
