Year,Gender.Code,Ethnicity,svi_bin,rural_urban_class,Education,source,svi_bin1,svi_bin2,svi_bin3,svi_bin4,measure1,measure2,Region,value,min_age,max_age,agr_by
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,35646,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,191.512499834615,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,2862,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,232.722869538742,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,7293,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,186.97616605719,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,27148,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,190.120032894434,65,150,nation
2011,All genders,Asian or Pacific Islander,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,27070,65,150,nation
2011,All genders,Asian or Pacific Islander,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,185.209919142007,65,150,nation
2011,All genders,Asian or Pacific Islander,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,8829,65,150,nation
2011,All genders,Asian or Pacific Islander,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,212.34212774403,65,150,nation
2011,All genders,Asian or Pacific Islander,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1404,65,150,nation
2011,All genders,Asian or Pacific Islander,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,212.566993418143,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,37303,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,324.939250365056,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,23074,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,378.626066150445,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,4489,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,300.619587479205,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,8776,65,150,nation
2011,All genders,Asian or Pacific Islander,All,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,341.532559613351,65,150,nation
2011,All genders,Black American,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,14279,65,150,nation
2011,All genders,Black American,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,623.47133629019,65,150,nation
2011,All genders,Black American,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,41184,65,150,nation
2011,All genders,Black American,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,655.32634257995,65,150,nation
2011,All genders,Black American,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,108215,65,150,nation
2011,All genders,Black American,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,650.069669946998,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,35092,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,632.44723918045,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,77762,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,656.131581875995,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,50824,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,650.814304313085,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,31230,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,610.257100624605,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,67224,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,639.135783409361,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,65224,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,679.877344075497,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,2054,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,670.117347795315,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,22911,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,680.960213715911,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,138713,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,643.641148492155,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,11025,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,645.097252505603,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,37756,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,657.093471251641,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,114897,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,646.74301775025,65,150,nation
2011,All genders,Black American,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,103023,65,150,nation
2011,All genders,Black American,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,632.609111476999,65,150,nation
2011,All genders,Black American,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,40006,65,150,nation
2011,All genders,Black American,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,681.080381747689,65,150,nation
2011,All genders,Black American,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,20649,65,150,nation
2011,All genders,Black American,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,675.89304471859,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,163678,65,150,nation
2011,All genders,Black American,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,593.928508197517,65,150,nation
2011,All genders,Black American,All,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,123475,65,150,nation
2011,All genders,Black American,All,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,697.424722232116,65,150,nation
2011,All genders,Black American,All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,20440,65,150,nation
2011,All genders,Black American,All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,493.636868185913,65,150,nation
2011,All genders,Black American,All,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,14591,65,150,nation
2011,All genders,Black American,All,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,483.55919205249,65,150,nation
2011,All genders,Hispanic or Latino White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,4518,65,150,nation
2011,All genders,Hispanic or Latino White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,466.500635917078,65,150,nation
2011,All genders,Hispanic or Latino White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,17972,65,150,nation
2011,All genders,Hispanic or Latino White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,562.239558196221,65,150,nation
2011,All genders,Hispanic or Latino White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,62992,65,150,nation
2011,All genders,Hispanic or Latino White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,636.797943366991,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,15085,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,541.882480067217,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,40010,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,625.166252791373,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,30387,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,623.716097365103,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,16127,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,553.115761354542,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,34305,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,578.036404036607,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,35050,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,672.717001595922,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,440,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,326.934484363666,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,2755,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,454.409158899992,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,82287,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,617.976868900493,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,3400,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,489.003719327638,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,14016,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,550.53940791846,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,68066,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,629.279884880349,65,150,nation
2011,All genders,Hispanic or Latino White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,56728,65,150,nation
2011,All genders,Hispanic or Latino White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,600.931903939843,65,150,nation
2011,All genders,Hispanic or Latino White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,22492,65,150,nation
2011,All genders,Hispanic or Latino White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,623.970958498544,65,150,nation
2011,All genders,Hispanic or Latino White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,6262,65,150,nation
2011,All genders,Hispanic or Latino White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,616.290455124155,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,85482,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,428.314385635721,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,70193,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,450.988184705025,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,7095,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,319.032897896597,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,5789,65,150,nation
2011,All genders,Hispanic or Latino White,All,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,344.919618350655,65,150,nation
2011,All genders,NH White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,403411,65,150,nation
2011,All genders,NH White,Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,572.075099738877,65,150,nation
2011,All genders,NH White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,642990,65,150,nation
2011,All genders,NH White,Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,579.820368795801,65,150,nation
2011,All genders,NH White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,488366,65,150,nation
2011,All genders,NH White,Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,599.511096352074,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,637918,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,560.109128134201,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,649909,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,585.445331306406,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,absolute number,United States,246940,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,Low SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,646.047286632271,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,absolute number,United States,529128,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,High HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,558.549252194348,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,absolute number,United States,600044,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,Middle HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,582.734842381743,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,absolute number,United States,405595,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,Low HC,All,All,Deaths,"age-adjusted rate per 100,000",United States,621.155257875484,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,absolute number,United States,212169,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,High MS,All,Deaths,"age-adjusted rate per 100,000",United States,623.303175684585,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,absolute number,United States,393525,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,Middle MS,All,Deaths,"age-adjusted rate per 100,000",United States,609.107442475104,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,absolute number,United States,929073,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,Low MS,All,Deaths,"age-adjusted rate per 100,000",United States,565.525736678155,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,absolute number,United States,275902,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,High HTT,Deaths,"age-adjusted rate per 100,000",United States,595.133007690921,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,absolute number,United States,587275,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,Middle HTT,Deaths,"age-adjusted rate per 100,000",United States,581.441427238298,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,absolute number,United States,671590,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,Low HTT,Deaths,"age-adjusted rate per 100,000",United States,582.058263186327,65,150,nation
2011,All genders,NH White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,699380,65,150,nation
2011,All genders,NH White,All,Large metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,565.184810669223,65,150,nation
2011,All genders,NH White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,510094,65,150,nation
2011,All genders,NH White,All,Small-medium metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,587.684184591714,65,150,nation
2011,All genders,NH White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,325293,65,150,nation
2011,All genders,NH White,All,Non metro,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,618.709666968865,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1534767,65,150,nation
2011,All genders,NH White,All,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,563.176039132692,65,150,nation
2011,All genders,NH White,All,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,1019474,65,150,nation
2011,All genders,NH White,All,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,755.671189237645,65,150,nation
2011,All genders,NH White,All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,242077,65,150,nation
2011,All genders,NH White,All,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,461.354350275489,65,150,nation
2011,All genders,NH White,All,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,245413,65,150,nation
2011,All genders,NH White,All,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,456.986513373211,65,150,nation
2012,All genders,"All, All Origins",Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,554968,25,150,nation
2012,All genders,"All, All Origins",Resilient SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,706.057082048094,25,150,nation
2012,All genders,"All, All Origins",Resilient SVI,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,355652,25,150,nation
2012,All genders,"All, All Origins",Resilient SVI,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,951.411888777909,25,150,nation
2012,All genders,"All, All Origins",Resilient SVI,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,93924,25,150,nation
2012,All genders,"All, All Origins",Resilient SVI,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,502.732393436464,25,150,nation
2012,All genders,"All, All Origins",Resilient SVI,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,95968,25,150,nation
2012,All genders,"All, All Origins",Resilient SVI,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,476.444532029163,25,150,nation
2012,All genders,"All, All Origins",Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,961803,25,150,nation
2012,All genders,"All, All Origins",Moderate SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,752.790945255702,25,150,nation
2012,All genders,"All, All Origins",Moderate SVI,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,629487,25,150,nation
2012,All genders,"All, All Origins",Moderate SVI,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,987.24877486936,25,150,nation
2012,All genders,"All, All Origins",Moderate SVI,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,167884,25,150,nation
2012,All genders,"All, All Origins",Moderate SVI,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,529.677011298825,25,150,nation
2012,All genders,"All, All Origins",Moderate SVI,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,150686,25,150,nation
2012,All genders,"All, All Origins",Moderate SVI,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,509.827148089202,25,150,nation
2012,All genders,"All, All Origins",Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,962975,25,150,nation
2012,All genders,"All, All Origins",Vulnerable SVI,All,666,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,814.136968681586,25,150,nation
2012,All genders,"All, All Origins",Vulnerable SVI,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,642321,25,150,nation
2012,All genders,"All, All Origins",Vulnerable SVI,All,High school graduate or lower,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,954.43012164125,25,150,nation
2012,All genders,"All, All Origins",Vulnerable SVI,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,163293,25,150,nation
2012,All genders,"All, All Origins",Vulnerable SVI,All,Some college education but no 4-year college degree,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,553.200619075251,25,150,nation
2012,All genders,"All, All Origins",Vulnerable SVI,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,absolute number,United States,131405,25,150,nation
2012,All genders,"All, All Origins",Vulnerable SVI,All,4-year college graduate or higher,National Vital Statistics System,All,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,526.89368454034,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,929779,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,697.647809566799,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,572122,25,150,nation
2012,All genders,"All, All Origins",All,All,High school graduate or lower,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,943.35984797793,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,168444,25,150,nation
2012,All genders,"All, All Origins",All,All,Some college education but no 4-year college degree,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,514.710249293973,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,High SES,All,All,All,Deaths,absolute number,United States,174175,25,150,nation
2012,All genders,"All, All Origins",All,All,4-year college graduate or higher,National Vital Statistics System,High SES,All,All,All,Deaths,"age-adjusted rate per 100,000",United States,482.29887326155,25,150,nation
2012,All genders,"All, All Origins",All,All,666,National Vital Statistics System,Middle SES,All,All,All,Deaths,absolute number,United States,1075476,25,150,nation
